null,0
(34.0272, -118.3684),26
(34.0272, -118.3961),17
(34.0272, -118.3977),90
(34.0272, -118.4509),11
(34.0273, -118.2013),7
(34.0273, -118.2176),92
(34.0273, -118.2322),4
(34.0273, -118.2379),34
(34.0273, -118.2411),38
(34.0273, -118.2479),18
(34.0273, -118.263),23
(34.0273, -118.2671),24
(34.0273, -118.2854),8
(34.0273, -118.2959),4
(34.0273, -118.2965),6
(34.0273, -118.297),57
(34.0273, -118.2981),38
(34.0273, -118.2991),20
(34.0273, -118.3002),66
(34.0273, -118.3015),2
(34.0273, -118.3024),69
(34.0273, -118.3027),5
(34.0273, -118.3028),91
(34.0273, -118.304),18
(34.0273, -118.3054),14
(34.0273, -118.306),3
(34.0273, -118.3067),25
(34.0273, -118.3078),23
(34.0273, -118.3086),2
(34.0273, -118.3622),63
(34.0273, -118.3938),3
(34.0273, -118.3994),35
(34.0273, -118.4029),69
(34.0273, -118.4136),34
(34.0273, -118.4207),30
(34.0273, -118.4322),3
(34.0273, -118.4379),11
(34.0273, -118.4436),18
(34.0273, -118.4523),23
(34.0274, -118.2508),26
(34.0274, -118.2717),27
(34.0274, -118.2765),28
(34.0274, -118.2773),9
(34.0274, -118.284),65
(34.0274, -118.285),12
(34.0274, -118.2867),108
(34.0274, -118.2872),1
(34.0274, -118.2882),6
(34.0274, -118.2891),118
(34.0274, -118.2915),75
(34.0274, -118.3015),14
(34.0274, -118.3089),44
(34.0274, -118.3095),54
(34.0274, -118.312),51
(34.0274, -118.3152),55
(34.0274, -118.3177),45
(34.0274, -118.3212),23
(34.0274, -118.3499),53
(34.0274, -118.3542),39
(34.0274, -118.3594),29
(34.0274, -118.3646),1
(34.0274, -118.3973),1
(34.0274, -118.4258),2
(34.0274, -118.4286),181
(34.0274, -118.4475),25
(34.0274, -118.4785),1
(34.0274, -118.5159),5
(34.0275, -118.2208),2
(34.0275, -118.2449),12
(34.0275, -118.2493),1
(34.0275, -118.252),1
(34.0275, -118.2546),5
(34.0275, -118.2745),5
(34.0275, -118.284),23
(34.0275, -118.3973),1
(34.0275, -118.4424),8
(34.0275, -118.4499),8
(34.0276, -118.207),48
(34.0276, -118.2082),10
(34.0276, -118.2084),1
(34.0276, -118.2093),4
(34.0276, -118.2127),14
(34.0276, -118.2146),50
(34.0276, -118.2175),3
(34.0276, -118.2299),41
(34.0276, -118.2391),141
(34.0276, -118.2477),2
(34.0276, -118.2599),7
(34.0276, -118.2628),25
(34.0276, -118.2655),1
(34.0276, -118.2669),20
(34.0276, -118.2747),2
(34.0276, -118.3212),11
(34.0276, -118.3224),33
(34.0276, -118.3229),158
(34.0276, -118.3236),30
(34.0276, -118.3248),33
(34.0276, -118.326),27
(34.0276, -118.3317),39
(34.0276, -118.3327),38
(34.0276, -118.3338),35
(34.0276, -118.3351),127
(34.0276, -118.3363),30
(34.0276, -118.3374),31
(34.0276, -118.3384),59
(34.0276, -118.3395),51
(34.0276, -118.3405),34
(34.0276, -118.3417),74
(34.0276, -118.3429),30
(34.0276, -118.3439),35
(34.0276, -118.345),33
(34.0276, -118.346),24
(34.0276, -118.3551),39
(34.0276, -118.3604),75
(34.0276, -118.3633),34
(34.0276, -118.4064),110
(34.0276, -118.4138),8
(34.0276, -118.4196),17
(34.0276, -118.4288),31
(34.0276, -118.437),51
(34.0276, -118.4372),9
(34.0276, -118.4521),1
(34.0277, -118.1947),13
(34.0277, -118.1978),92
(34.0277, -118.2023),5
(34.0277, -118.2411),2
(34.0277, -118.2423),27
(34.0277, -118.2549),7
(34.0277, -118.2574),317
(34.0277, -118.2627),10
(34.0277, -118.2696),35
(34.0277, -118.2747),10
(34.0277, -118.2749),24
(34.0277, -118.276),5
(34.0277, -118.2937),22
(34.0277, -118.3272),50
(34.0277, -118.3282),22
(34.0277, -118.3293),23
(34.0277, -118.3305),58
(34.0277, -118.3472),14
(34.0277, -118.3968),120
(34.0277, -118.4021),53
(34.0277, -118.4095),62
(34.0277, -118.4234),5
(34.0278, -118.201),484
(34.0278, -118.2092),1
(34.0278, -118.2138),5
(34.0278, -118.2188),20
(34.0278, -118.2783),109
(34.0278, -118.281),79
(34.0278, -118.2915),82
(34.0278, -118.2937),7
(34.0278, -118.3378),137
(34.0278, -118.3465),2
(34.0278, -118.3508),65
(34.0278, -118.3609),9
(34.0278, -118.4002),11
(34.0278, -118.4286),7
(34.0279, -118.2299),14
(34.0279, -118.2335),8
(34.0279, -118.2369),5
(34.0279, -118.2459),2
(34.0279, -118.2518),12
(34.0279, -118.2578),15
(34.0279, -118.2639),8
(34.0279, -118.343),48
(34.0279, -118.3561),17
(34.0279, -118.3644),74
(34.0279, -118.3683),51
(34.0279, -118.3943),23
(34.0279, -118.4248),8
(34.0279, -118.4466),17
(34.0279, -118.5188),73
(34.028, -118.1923),2
(34.028, -118.2048),4
(34.028, -118.209),4
(34.028, -118.2299),12
(34.028, -118.2322),16
(34.028, -118.2421),43
(34.028, -118.2473),16
(34.028, -118.2737),2
(34.028, -118.3469),42
(34.028, -118.4016),60
(34.028, -118.409),4
(34.028, -118.4276),1
(34.028, -118.4365),7
(34.028, -118.4416),24
(34.028, -118.4939),1
(34.0281, -118.2032),37
(34.0281, -118.2194),133
(34.0281, -118.2299),1
(34.0281, -118.2487),20
(34.0281, -118.2582),35
(34.0281, -118.2596),8
(34.0281, -118.268),32
(34.0281, -118.357),57
(34.0281, -118.3901),13
(34.0281, -118.3904),59
(34.0281, -118.4129),81
(34.0281, -118.4226),15
(34.0281, -118.4468),1
(34.0281, -118.453),4
(34.0281, -118.5164),5
(34.0282, -118.1989),1
(34.0282, -118.2136),23
(34.0282, -118.2147),66
(34.0282, -118.2524),19
(34.0282, -118.2749),36
(34.0282, -118.276),107
(34.0282, -118.3133),127
(34.0282, -118.3177),40
(34.0282, -118.3187),2
(34.0282, -118.32),1
(34.0282, -118.3212),5
(34.0282, -118.3623),61
(34.0282, -118.3656),12
(34.0282, -118.3684),4
(34.0282, -118.3709),5
(34.0282, -118.372),93
(34.0282, -118.3902),19
(34.0282, -118.4265),24
(34.0282, -118.4275),3
(34.0282, -118.4277),1
(34.0282, -118.4456),17
(34.0283, -118.1923),1
(34.0283, -118.2201),4
(34.0283, -118.2548),5
(34.0283, -118.2587),4
(34.0283, -118.2664),38
(34.0283, -118.2711),52
(34.0283, -118.2743),6
(34.0283, -118.2822),147
(34.0283, -118.3089),34
(34.0283, -118.312),44
(34.0283, -118.3152),41
(34.0283, -118.3492),198
(34.0283, -118.3516),2
(34.0283, -118.3692),2
(34.0283, -118.3903),13
(34.0283, -118.3904),9
(34.0283, -118.3946),4
(34.0283, -118.4011),25
(34.0283, -118.4084),83
(34.0283, -118.4292),142
(34.0283, -118.433),69
(34.0283, -118.4534),6
(34.0283, -118.4772),2
(34.0283, -118.5195),7
(34.0284, -118.1932),1
(34.0284, -118.2158),55
(34.0284, -118.2299),4
(34.0284, -118.2469),64
(34.0284, -118.2649),20
(34.0284, -118.284),97
(34.0284, -118.2866),76
(34.0284, -118.2874),8
(34.0284, -118.2882),8
(34.0284, -118.2885),1
(34.0284, -118.2888),78
(34.0284, -118.2903),1
(34.0284, -118.2915),19
(34.0284, -118.358),18
(34.0284, -118.3662),1
(34.0284, -118.3895),1
(34.0284, -118.392),7
(34.0284, -118.3958),123
(34.0284, -118.4037),31
(34.0284, -118.4048),99
(34.0284, -118.4123),1
(34.0284, -118.4191),14
(34.0284, -118.4267),1
(34.0284, -118.4408),9
(34.0284, -118.5148),16
(34.0284, -118.5194),59
(34.0285, -118.2031),41
(34.0285, -118.239),4
(34.0285, -118.2391),18
(34.0285, -118.24),55
(34.0285, -118.2417),8
(34.0285, -118.2513),15
(34.0285, -118.269),52
(34.0285, -118.2691),96
(34.0285, -118.2806),1
(34.0285, -118.3177),6
(34.0285, -118.3478),65
(34.0285, -118.3606),25
(34.0285, -118.3667),15
(34.0285, -118.3898),11
(34.0285, -118.3971),45
(34.0285, -118.4121),1
(34.0285, -118.4217),7
(34.0285, -118.4433),19
(34.0285, -118.4522),20
(34.0286, -118.2028),47
(34.0286, -118.2133),1
(34.0286, -118.2206),42
(34.0286, -118.2299),1
(34.0286, -118.241),5
(34.0286, -118.2497),19
(34.0286, -118.2545),118
(34.0286, -118.2568),38
(34.0286, -118.2592),87
(34.0286, -118.2599),11
(34.0286, -118.2622),44
(34.0286, -118.3224),17
(34.0286, -118.3236),16
(34.0286, -118.3248),24
(34.0286, -118.326),17
(34.0286, -118.3305),7
(34.0286, -118.3931),5
(34.0286, -118.3983),74
(34.0286, -118.4011),1
(34.0286, -118.4118),123
(34.0286, -118.4326),4
(34.0287, -118.1941),24
(34.0287, -118.1999),117
(34.0287, -118.2074),1
(34.0287, -118.2322),17
(34.0287, -118.2335),5
(34.0287, -118.2435),30
(34.0287, -118.2475),1
(34.0287, -118.2804),4
(34.0287, -118.2915),113
(34.0287, -118.2937),28
(34.0287, -118.2948),43
(34.0287, -118.2959),12
(34.0287, -118.3212),26
(34.0287, -118.3514),1
(34.0287, -118.3589),30
(34.0287, -118.3641),35
(34.0287, -118.3931),1
(34.0287, -118.4147),157
(34.0287, -118.4255),23
(34.0287, -118.4447),11
(34.0288, -118.1971),95
(34.0288, -118.2003),7
(34.0288, -118.2032),1
(34.0288, -118.2085),2
(34.0288, -118.2567),45
(34.0288, -118.2675),17
(34.0288, -118.2739),7
(34.0288, -118.2756),75
(34.0288, -118.2834),6
(34.0288, -118.2959),8
(34.0288, -118.3526),77
(34.0288, -118.372),1
(34.0288, -118.3996),103
(34.0288, -118.4043),1
(34.0288, -118.4116),1
(34.0288, -118.4208),16
(34.0288, -118.4281),11
(34.0288, -118.4548),2
(34.0288, -118.5163),12
(34.0288, -118.5173),9
(34.0289, -118.2036),5
(34.0289, -118.2085),15
(34.0289, -118.219),16
(34.0289, -118.2404),13
(34.0289, -118.2661),43
(34.0289, -118.2686),332
(34.0289, -118.2836),11
(34.0289, -118.2874),1
(34.0289, -118.3187),2
(34.0289, -118.32),13
(34.0289, -118.3487),28
(34.0289, -118.3563),54
(34.0289, -118.3598),19
(34.0289, -118.37),2
(34.0289, -118.3751),11
(34.0289, -118.3893),6
(34.0289, -118.401),18
(34.0289, -118.4052),1
(34.0289, -118.4073),81
(34.0289, -118.4257),1
(34.0289, -118.4399),6
(34.0289, -118.4432),4
(34.0289, -118.4448),2
(34.0289, -118.4497),5
(34.0289, -118.4513),19
(34.029, -118.2216),7
(34.029, -118.2431),1
(34.029, -118.248),22
(34.029, -118.2563),15
(34.029, -118.2602),42
(34.029, -118.284),21
(34.029, -118.3622),56
(34.029, -118.389),1
(34.029, -118.3961),1
(34.029, -118.4032),50
(34.029, -118.4073),2
(34.029, -118.411),22
(34.029, -118.4149),6
(34.029, -118.4245),12
(34.029, -118.4255),2
(34.029, -118.4336),1
(34.029, -118.4436),3
(34.029, -118.4447),2
(34.029, -118.4541),24
(34.029, -118.455),7
(34.0291, -118.2338),2
(34.0291, -118.2508),8
(34.0291, -118.2513),4
(34.0291, -118.2525),2
(34.0291, -118.2565),38
(34.0291, -118.2618),2
(34.0291, -118.2706),34
(34.0291, -118.2948),7
(34.0291, -118.2959),3
(34.0291, -118.2965),19
(34.0291, -118.297),54
(34.0291, -118.2975),8
(34.0291, -118.2976),8
(34.0291, -118.2981),53
(34.0291, -118.2991),61
(34.0291, -118.3002),67
(34.0291, -118.3015),66
(34.0291, -118.3028),38
(34.0291, -118.3041),40
(34.0291, -118.3054),40
(34.0291, -118.306),11
(34.0291, -118.3066),25
(34.0291, -118.3067),1
(34.0291, -118.3078),46
(34.0291, -118.3089),122
(34.0291, -118.312),44
(34.0291, -118.3152),38
(34.0291, -118.3177),3
(34.0291, -118.3461),11
(34.0291, -118.3511),1
(34.0291, -118.3535),43
(34.0291, -118.3604),5
(34.0291, -118.3669),80
(34.0291, -118.3929),4
(34.0291, -118.3947),10
(34.0291, -118.4037),77
(34.0291, -118.4079),2
(34.0291, -118.4082),1
(34.0291, -118.411),2
(34.0291, -118.4186),22
(34.0291, -118.4437),27
(34.0291, -118.4487),6
(34.0291, -118.5168),21
(34.0292, -118.1982),21
(34.0292, -118.2299),1
(34.0292, -118.2706),22
(34.0292, -118.2783),8
(34.0292, -118.3492),3
(34.0292, -118.354),1
(34.0292, -118.366),15
(34.0292, -118.4091),46
(34.0292, -118.4107),107
(34.0292, -118.4199),3
(34.0293, -118.1923),1
(34.0293, -118.2044),8
(34.0293, -118.2205),1
(34.0293, -118.2348),1
(34.0293, -118.241),111
(34.0293, -118.2427),3
(34.0293, -118.2442),1
(34.0293, -118.2685),31
(34.0293, -118.2785),23
(34.0293, -118.2815),18
(34.0293, -118.3545),28
(34.0293, -118.3603),14
(34.0293, -118.3709),17
(34.0293, -118.3719),13
(34.0293, -118.3879),4
(34.0293, -118.4055),87
(34.0293, -118.4273),21
(34.0293, -118.4391),27
(34.0293, -118.4556),2
(34.0293, -118.5163),1
(34.0293, -118.5178),9
(34.0294, -118.2411),54
(34.0294, -118.246),42
(34.0294, -118.2671),83
(34.0294, -118.2706),10
(34.0294, -118.2839),64
(34.0294, -118.2867),20
(34.0294, -118.2874),18
(34.0294, -118.2903),71
(34.0294, -118.3177),4
(34.0294, -118.3417),1
(34.0294, -118.3429),51
(34.0294, -118.3439),55
(34.0294, -118.345),26
(34.0294, -118.3496),50
(34.0294, -118.3517),10
(34.0294, -118.3638),37
(34.0294, -118.3881),389
(34.0294, -118.4236),10
(34.0294, -118.4367),1
(34.0294, -118.4426),27
(34.0294, -118.4481),20
(34.0294, -118.4502),45
(34.0294, -118.5138),2
(34.0295, -118.1246),1
(34.0295, -118.1999),3
(34.0295, -118.2047),11
(34.0295, -118.2189),1
(34.0295, -118.2357),10
(34.0295, -118.249),20
(34.0295, -118.2642),1
(34.0295, -118.269),6
(34.0295, -118.2735),7
(34.0295, -118.2752),17
(34.0295, -118.3305),55
(34.0295, -118.3317),29
(34.0295, -118.3327),35
(34.0295, -118.3338),40
(34.0295, -118.3351),98
(34.0295, -118.3355),2
(34.0295, -118.3363),30
(34.0295, -118.3374),36
(34.0295, -118.3384),47
(34.0295, -118.3395),34
(34.0295, -118.34),2
(34.0295, -118.3405),32
(34.0295, -118.3417),57
(34.0295, -118.345),1
(34.0295, -118.3457),27
(34.0295, -118.3883),21
(34.0295, -118.3967),22
(34.0295, -118.4124),62
(34.0295, -118.4328),7
(34.0295, -118.4479),14
(34.0295, -118.516),4
(34.0295, -118.5221),1
(34.0296, -118.1961),26
(34.0296, -118.202),1
(34.0296, -118.2299),52
(34.0296, -118.2322),45
(34.0296, -118.2562),1
(34.0296, -118.2614),399
(34.0296, -118.2915),113
(34.0296, -118.2937),24
(34.0296, -118.2959),19
(34.0296, -118.3554),50
(34.0296, -118.3977),5
(34.0296, -118.4032),1
(34.0296, -118.4112),1
(34.0296, -118.4142),12
(34.0296, -118.4533),20
(34.0297, -118.1998),3
(34.0297, -118.208),12
(34.0297, -118.2367),28
(34.0297, -118.2561),1
(34.0297, -118.2719),1
(34.0297, -118.3177),9
(34.0297, -118.3188),17
(34.0297, -118.32),20
(34.0297, -118.3212),27
(34.0297, -118.3224),31
(34.0297, -118.3236),30
(34.0297, -118.3248),69
(34.0297, -118.326),69
(34.0297, -118.3267),3
(34.0297, -118.3272),46
(34.0297, -118.3282),105
(34.0297, -118.3523),22
(34.0297, -118.3679),2
(34.0297, -118.3953),16
(34.0297, -118.3986),6
(34.0297, -118.3994),10
(34.0297, -118.4147),9
(34.0297, -118.4264),1
(34.0297, -118.4417),11
(34.0297, -118.4442),2
(34.0298, -118.1965),8
(34.0298, -118.1997),7
(34.0298, -118.2056),27
(34.0298, -118.2113),24
(34.0298, -118.2521),12
(34.0298, -118.2582),22
(34.0298, -118.2828),41
(34.0298, -118.3286),2
(34.0298, -118.3462),2
(34.0298, -118.3505),6
(34.0298, -118.3619),30
(34.0298, -118.3998),2
(34.0298, -118.4031),2
(34.0298, -118.4149),2
(34.0298, -118.4227),58
(34.0298, -118.4236),1
(34.0298, -118.4342),8
(34.0298, -118.4407),22
(34.0299, -118.2037),22
(34.0299, -118.2449),8
(34.0299, -118.2559),29
(34.0299, -118.261),2
(34.0299, -118.2681),39
(34.0299, -118.2701),5
(34.0299, -118.2749),5
(34.0299, -118.2888),58
(34.0299, -118.3041),18
(34.0299, -118.3177),1
(34.0299, -118.3289),32
(34.0299, -118.3302),12
(34.0299, -118.3564),56
(34.0299, -118.3595),28
(34.0299, -118.3875),2
(34.0299, -118.3998),3
(34.0299, -118.43),51
(34.0299, -118.4384),10
(34.0299, -118.4395),6
(34.0299, -118.4429),6
(34.0299, -118.4492),33
(34.0299, -118.5153),9
(34.03, -118.2008),27
(34.03, -118.206),1
(34.03, -118.2389),34
(34.03, -118.2501),35
(34.03, -118.2624),16
(34.03, -118.2654),10
(34.03, -118.2701),6
(34.03, -118.2801),19
(34.03, -118.284),9
(34.03, -118.2991),2
(34.03, -118.3002),27
(34.03, -118.3015),18
(34.03, -118.3028),15
(34.03, -118.3054),16
(34.03, -118.3066),11
(34.03, -118.3078),15
(34.03, -118.3089),67
(34.03, -118.3105),1
(34.03, -118.312),49
(34.03, -118.3152),43
(34.03, -118.3466),19
(34.03, -118.3658),52
(34.03, -118.3832),1
(34.03, -118.4171),12
(34.03, -118.419),8
(34.03, -118.447),4
(34.0301, -118.1924),9
(34.0301, -118.195),33
(34.0301, -118.2089),2
(34.0301, -118.2203),2
(34.0301, -118.2418),53
(34.0301, -118.2593),13
(34.0301, -118.2625),23
(34.0301, -118.3573),66
(34.0301, -118.36),8
(34.0301, -118.372),26
(34.0301, -118.3877),1
(34.0301, -118.4029),14
(34.0301, -118.4218),4
(34.0301, -118.4227),2
(34.0301, -118.4272),42
(34.0301, -118.5153),1
(34.0302, -118.2006),109
(34.0302, -118.2042),10
(34.0302, -118.2065),59
(34.0302, -118.2124),7
(34.0302, -118.2452),28
(34.0302, -118.2689),21
(34.0302, -118.273),77
(34.0302, -118.2805),4
(34.0302, -118.3267),49
(34.0302, -118.3635),58
(34.0302, -118.3708),2
(34.0302, -118.3843),1
(34.0302, -118.3878),1
(34.0302, -118.4112),18
(34.0302, -118.4205),3
(34.0302, -118.4334),9
(34.0302, -118.4375),1
(34.0302, -118.4428),3
(34.0302, -118.4526),23
(34.0302, -118.5133),5
(34.0302, -118.5153),4
(34.0302, -118.5164),23
(34.0302, -118.5166),2
(34.0302, -118.5236),16
(34.0303, -118.1924),1
(34.0303, -118.2484),30
(34.0303, -118.2621),1
(34.0303, -118.2808),75
(34.0303, -118.284),69
(34.0303, -118.2845),1
(34.0303, -118.2849),2
(34.0303, -118.2864),33
(34.0303, -118.2874),54
(34.0303, -118.297),1
(34.0303, -118.3299),75
(34.0303, -118.3913),14
(34.0303, -118.4013),16
(34.0303, -118.4112),12
(34.0303, -118.4133),4
(34.0303, -118.4484),12
(34.0303, -118.4911),1
(34.0304, -118.2022),44
(34.0304, -118.2394),19
(34.0304, -118.2509),4
(34.0304, -118.2903),69
(34.0304, -118.2909),1
(34.0304, -118.2915),46
(34.0304, -118.3582),45
(34.0304, -118.4269),13
(34.0304, -118.4292),10
(34.0304, -118.4361),3
(34.0304, -118.446),6
(34.0304, -118.5153),17
(34.0304, -118.5181),2
(34.0304, -118.5206),12
(34.0305, -118.1936),14
(34.0305, -118.2193),2
(34.0305, -118.2511),22
(34.0305, -118.2664),1
(34.0305, -118.2745),23
(34.0305, -118.2785),1
(34.0305, -118.2803),11
(34.0305, -118.2865),74
(34.0305, -118.2915),78
(34.0305, -118.2943),6
(34.0305, -118.2946),26
(34.0305, -118.2959),5
(34.0305, -118.345),13
(34.0305, -118.3475),32
(34.0305, -118.3615),43
(34.0305, -118.3677),31
(34.0305, -118.3926),1
(34.0305, -118.4024),2
(34.0305, -118.4348),111
(34.0306, -118.204),10
(34.0306, -118.23),31
(34.0306, -118.2322),42
(34.0306, -118.2341),17
(34.0306, -118.2353),7
(34.0306, -118.2366),5
(34.0306, -118.2441),1
(34.0306, -118.2555),24
(34.0306, -118.2635),118
(34.0306, -118.2697),41
(34.0306, -118.2814),8
(34.0306, -118.2959),22
(34.0306, -118.3217),11
(34.0306, -118.3224),82
(34.0306, -118.3241),5
(34.0306, -118.3519),23
(34.0306, -118.3592),58
(34.0306, -118.3912),22
(34.0306, -118.4134),52
(34.0306, -118.421),22
(34.0306, -118.4478),1
(34.0307, -118.2074),92
(34.0307, -118.2134),26
(34.0307, -118.2418),3
(34.0307, -118.2426),22
(34.0307, -118.2465),5
(34.0307, -118.2554),5
(34.0307, -118.2588),2
(34.0307, -118.2923),122
(34.0307, -118.3177),61
(34.0307, -118.318),1
(34.0307, -118.3191),20
(34.0307, -118.3203),26
(34.0307, -118.3205),1
(34.0307, -118.3241),18
(34.0307, -118.328),44
(34.0307, -118.3652),22
(34.0307, -118.3686),28
(34.0307, -118.3716),1
(34.0307, -118.4051),113
(34.0307, -118.4111),1
(34.0307, -118.4345),2
(34.0307, -118.4414),1
(34.0307, -118.4476),14
(34.0307, -118.4497),6
(34.0307, -118.4906),1
(34.0307, -118.5209),1
(34.0308, -118.1966),5
(34.0308, -118.199),68
(34.0308, -118.2031),24
(34.0308, -118.2055),18
(34.0308, -118.2202),1
(34.0308, -118.2574),14
(34.0308, -118.2602),19
(34.0308, -118.264),5
(34.0308, -118.2743),7
(34.0308, -118.2819),32
(34.0308, -118.3529),32
(34.0308, -118.3597),1
(34.0308, -118.3859),2
(34.0308, -118.3901),5
(34.0308, -118.4163),76
(34.0308, -118.4164),1
(34.0308, -118.4165),7
(34.0308, -118.4284),8
(34.0308, -118.4403),1
(34.0308, -118.4426),8
(34.0308, -118.4518),10
(34.0308, -118.4559),29
(34.0308, -118.5153),19
(34.0309, -118.199),18
(34.0309, -118.2012),4
(34.0309, -118.2156),1
(34.0309, -118.2674),1
(34.0309, -118.2745),1
(34.0309, -118.2746),3
(34.0309, -118.2775),34
(34.0309, -118.2813),1
(34.0309, -118.2821),100
(34.0309, -118.2959),11
(34.0309, -118.2965),4
(34.0309, -118.297),34
(34.0309, -118.2974),12
(34.0309, -118.2976),7
(34.0309, -118.2981),67
(34.0309, -118.2991),58
(34.0309, -118.3002),77
(34.0309, -118.3015),26
(34.0309, -118.3024),67
(34.0309, -118.3028),52
(34.0309, -118.3041),25
(34.0309, -118.3054),25
(34.0309, -118.306),4
(34.0309, -118.3066),15
(34.0309, -118.3078),27
(34.0309, -118.3089),140
(34.0309, -118.3101),14
(34.0309, -118.312),2
(34.0309, -118.3121),45
(34.0309, -118.3152),64
(34.0309, -118.3177),18
(34.0309, -118.3313),30
(34.0309, -118.3484),18
(34.0309, -118.3601),1
(34.0309, -118.3695),8
(34.0309, -118.3815),2
(34.0309, -118.3911),3
(34.0309, -118.4017),11
(34.0309, -118.4146),32
(34.0309, -118.4153),12
(34.0309, -118.4259),7
(34.0309, -118.4296),3
(34.0309, -118.4451),9
(34.0309, -118.5111),1
(34.0309, -118.5127),26
(34.0309, -118.5133),1
(34.031, -118.1956),4
(34.031, -118.1958),2
(34.031, -118.2037),1
(34.031, -118.2079),82
(34.031, -118.2448),30
(34.031, -118.2579),4
(34.031, -118.2586),7
(34.031, -118.2602),6
(34.031, -118.2674),1
(34.031, -118.2725),4
(34.031, -118.3632),43
(34.031, -118.3902),1
(34.031, -118.3905),1
(34.031, -118.411),300
(34.0311, -118.195),12
(34.0311, -118.2018),1
(34.0311, -118.2143),10
(34.0311, -118.2631),1
(34.0311, -118.2646),99
(34.0311, -118.2749),44
(34.0311, -118.2774),1
(34.0311, -118.3323),5
(34.0311, -118.3374),2
(34.0311, -118.3384),32
(34.0311, -118.3395),39
(34.0311, -118.3405),48
(34.0311, -118.3411),1
(34.0311, -118.3417),105
(34.0311, -118.3428),78
(34.0311, -118.3434),6
(34.0311, -118.3439),19
(34.0311, -118.3445),18
(34.0311, -118.3538),34
(34.0311, -118.361),10
(34.0311, -118.3788),1
(34.0311, -118.3851),86
(34.0311, -118.3862),1
(34.0311, -118.3907),2
(34.0311, -118.4059),17
(34.0311, -118.4286),7
(34.0311, -118.431),14
(34.0311, -118.4353),27
(34.0311, -118.45),9
(34.0311, -118.4547),16
(34.0311, -118.514),2
(34.0312, -118.1997),1
(34.0312, -118.2478),48
(34.0312, -118.2551),31
(34.0312, -118.2554),13
(34.0312, -118.2564),13
(34.0312, -118.2615),53
(34.0312, -118.2827),3
(34.0312, -118.3239),2
(34.0312, -118.3251),180
(34.0312, -118.3262),152
(34.0312, -118.3293),19
(34.0312, -118.3327),92
(34.0312, -118.3338),80
(34.0312, -118.3351),169
(34.0312, -118.3355),4
(34.0312, -118.3363),39
(34.0312, -118.3369),4
(34.0312, -118.3374),47
(34.0312, -118.3704),11
(34.0312, -118.3909),44
